Anchor/Range	Anchor/Range	Anchor/Range	Anchor/Range	LS_Estimated		Estimated	GTX	GTY	ERRO
P8[5.90,10.00,0.00]=4.09	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.89	null	1,72	10,07	[1,74,10,02,-1,05]			
P8[5.90,10.00,0.00]=4.09	P1[0.00,0.00,0.00]=10.08	P7[2.90,24.00,0.00]=13.95	null	1,75	10,04	[1,74,10,02,-0,95]			
P8[5.90,10.00,0.00]=4.07	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.94	null	1,75	10,04	[1,78,10,00,-1,07]			
P8[5.90,10.00,0.00]=4.11	P1[0.00,0.00,0.00]=10.06	P7[2.90,24.00,0.00]=13.93	null	1,72	10,05	[1,80,10,00,-1,17]			
P8[5.90,10.00,0.00]=4.14	P1[0.00,0.00,0.00]=10.09	P7[2.90,24.00,0.00]=13.94	null	1,71	10,05	[1,78,10,01,-1,04]			
P8[5.90,10.00,0.00]=4.10	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.95	null	1,73	10,03	[1,80,10,00,-1,15]			
P8[5.90,10.00,0.00]=4.16	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.91	null	1,67	10,06	[1,79,10,00,-1,20]			
P8[5.90,10.00,0.00]=4.17	P1[0.00,0.00,0.00]=10.07	P7[2.90,24.00,0.00]=13.90	null	1,67	10,08	[1,78,10,00,-1,26]			
P8[5.90,10.00,0.00]=3.99	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.86	null	1,79	10,08	[1,80,10,01,-1,21]			
P8[5.90,10.00,0.00]=4.27	P1[0.00,0.00,0.00]=10.01	P7[2.90,24.00,0.00]=13.84	null	1,56	10,11	[1,73,10,02,-1,13]			
P8[5.90,10.00,0.00]=4.16	P1[0.00,0.00,0.00]=10.07	P7[2.90,24.00,0.00]=13.90	null	1,68	10,08	[1,74,10,02,-1,20]			
P8[5.90,10.00,0.00]=4.15	P1[0.00,0.00,0.00]=10.10	P7[2.90,24.00,0.00]=13.88	null	1,69	10,10	[1,75,10,02,-1,26]			
P8[5.90,10.00,0.00]=4.23	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.85	null	1,60	10,11	[1,72,10,03,-1,23]			
P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=10.08	P7[2.90,24.00,0.00]=13.76	null	1,76	10,16	[1,73,10,05,-1,10]			
P8[5.90,10.00,0.00]=4.08	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.84	null	1,72	10,10	[1,73,10,05,-1,08]			
P8[5.90,10.00,0.00]=4.09	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.78	null	1,70	10,14	[1,71,10,06,-0,95]			
P8[5.90,10.00,0.00]=4.03	P1[0.00,0.00,0.00]=10.12	P7[2.90,24.00,0.00]=13.85	null	1,78	10,11	[1,76,10,06,-1,05]			
P8[5.90,10.00,0.00]=4.00	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.82	null	1,77	10,11	[1,76,10,05,-1,00]			
P8[5.90,10.00,0.00]=4.02	P1[0.00,0.00,0.00]=10.07	P7[2.90,24.00,0.00]=13.81	null	1,76	10,12	[1,77,10,06,-0,99]			
P8[5.90,10.00,0.00]=4.05	P1[0.00,0.00,0.00]=10.06	P7[2.90,24.00,0.00]=13.80	null	1,74	10,13	[1,76,10,06,-0,96]			
P8[5.90,10.00,0.00]=4.18	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.80	null	1,62	10,12	[1,74,10,05,-1,09]			
P8[5.90,10.00,0.00]=4.22	P1[0.00,0.00,0.00]=9.99	P7[2.90,24.00,0.00]=13.87	null	1,60	10,08	[1,70,10,05,-1,05]			
P8[5.90,10.00,0.00]=3.94	P1[0.00,0.00,0.00]=10.03	P7[2.90,24.00,0.00]=13.78	null	1,80	10,13	[1,72,10,05,-0,88]			
P8[5.90,10.00,0.00]=3.90	P1[0.00,0.00,0.00]=10.09	P7[2.90,24.00,0.00]=13.84	null	1,87	10,10	[1,78,10,05,-0,95]			
P8[5.90,10.00,0.00]=4.13	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.81	null	1,68	10,13	[1,75,10,05,-0,92]			
P8[5.90,10.00,0.00]=4.18	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.84	null	1,63	10,09	[1,71,10,05,-0,87]			
P8[5.90,10.00,0.00]=4.22	P1[0.00,0.00,0.00]=10.01	P7[2.90,24.00,0.00]=13.83	null	1,60	10,11	[1,67,10,05,-0,86]			
P8[5.90,10.00,0.00]=3.89	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.81	null	1,85	10,11	[1,72,10,05,-0,81]			
P8[5.90,10.00,0.00]=4.22	P1[0.00,0.00,0.00]=9.99	P7[2.90,24.00,0.00]=13.87	null	1,60	10,08	[1,68,10,04,-0,84]			
P8[5.90,10.00,0.00]=3.93	P1[0.00,0.00,0.00]=10.00	P7[2.90,24.00,0.00]=13.76	null	1,80	10,13	[1,73,10,04,-0,96]			
P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=10.10	P7[2.90,24.00,0.00]=13.78	null	1,77	10,15	[1,75,10,06,-0,96]			
P8[5.90,10.00,0.00]=3.86	P1[0.00,0.00,0.00]=10.10	P7[2.90,24.00,0.00]=13.83	null	1,90	10,11	[1,81,10,05,-1,00]			
P8[5.90,10.00,0.00]=4.15	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.88	null	1,67	10,08	[1,79,10,05,-1,06]			
P8[5.90,10.00,0.00]=4.13	P1[0.00,0.00,0.00]=10.00	P7[2.90,24.00,0.00]=13.84	null	1,67	10,09	[1,76,10,04,-0,99]			
P8[5.90,10.00,0.00]=4.11	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.87	null	1,69	10,06	[1,73,10,03,-0,96]			
P8[5.90,10.00,0.00]=4.14	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.82	null	1,65	10,10	[1,70,10,04,-0,84]			
P8[5.90,10.00,0.00]=4.17	P1[0.00,0.00,0.00]=9.90	P7[2.90,24.00,0.00]=13.86	null	1,62	10,05	[1,69,10,02,-0,98]			
P8[5.90,10.00,0.00]=4.12	P1[0.00,0.00,0.00]=9.95	P7[2.90,24.00,0.00]=13.83	null	1,66	10,08	[1,70,10,01,-1,11]			
P8[5.90,10.00,0.00]=4.08	P1[0.00,0.00,0.00]=9.87	P7[2.90,24.00,0.00]=13.91	null	1,69	10,00	[1,72,9,99,-1,19]			
P8[5.90,10.00,0.00]=4.07	P1[0.00,0.00,0.00]=9.87	P7[2.90,24.00,0.00]=13.82	null	1,68	10,06	[1,71,9,98,-1,17]			
P8[5.90,10.00,0.00]=4.10	P1[0.00,0.00,0.00]=9.82	P7[2.90,24.00,0.00]=13.84	null	1,65	10,04	[1,68,9,97,-1,11]			
P8[5.90,10.00,0.00]=4.08	P1[0.00,0.00,0.00]=9.85	P7[2.90,24.00,0.00]=13.88	null	1,68	10,02	[1,69,9,96,-1,14]			
P8[5.90,10.00,0.00]=4.05	P1[0.00,0.00,0.00]=9.85	P7[2.90,24.00,0.00]=13.83	null	1,69	10,05	[1,68,9,96,-1,11]			
P8[5.90,10.00,0.00]=4.13	P1[0.00,0.00,0.00]=9.91	P7[2.90,24.00,0.00]=13.88	null	1,66	10,04	[1,66,9,97,-0,83]			
P8[5.90,10.00,0.00]=4.11	P1[0.00,0.00,0.00]=9.85	P7[2.90,24.00,0.00]=13.85	null	1,65	10,04	[1,65,9,96,-0,92]			
P8[5.90,10.00,0.00]=3.90	P1[0.00,0.00,0.00]=9.85	P7[2.90,24.00,0.00]=13.82	null	1,79	10,04	[1,69,9,96,-0,90]			
P8[5.90,10.00,0.00]=4.03	P1[0.00,0.00,0.00]=9.90	P7[2.90,24.00,0.00]=13.83	null	1,72	10,06	[1,70,9,96,-0,98]			
P8[5.90,10.00,0.00]=4.08	P1[0.00,0.00,0.00]=9.95	P7[2.90,24.00,0.00]=13.82	null	1,69	10,09	[1,71,9,97,-1,09]			
P8[5.90,10.00,0.00]=4.08	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.82	null	1,70	10,10	[1,69,9,99,-0,91]			
P8[5.90,10.00,0.00]=4.11	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.71	null	1,67	10,19	[1,70,10,02,-1,02]			
P8[5.90,10.00,0.00]=3.86	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.78	null	1,87	10,13	[1,74,10,03,-0,89]			
P8[5.90,10.00,0.00]=4.07	P1[0.00,0.00,0.00]=9.99	P7[2.90,24.00,0.00]=13.73	null	1,69	10,16	[1,73,10,04,-0,97]			
P8[5.90,10.00,0.00]=4.09	P1[0.00,0.00,0.00]=10.00	P7[2.90,24.00,0.00]=13.76	null	1,68	10,14	[1,73,10,05,-1,08]			
P8[5.90,10.00,0.00]=4.12	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.70	null	1,66	10,20	[1,72,10,06,-1,14]			
P8[5.90,10.00,0.00]=4.12	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.77	null	1,68	10,15	[1,70,10,07,-1,01]			
P8[5.90,10.00,0.00]=4.06	P1[0.00,0.00,0.00]=10.00	P7[2.90,24.00,0.00]=13.69	null	1,69	10,19	[1,70,10,08,-1,03]			
P8[5.90,10.00,0.00]=4.04	P1[0.00,0.00,0.00]=9.96	P7[2.90,24.00,0.00]=13.67	null	1,69	10,18	[1,68,10,09,-0,94]			
P8[5.90,10.00,0.00]=4.03	P1[0.00,0.00,0.00]=10.01	P7[2.90,24.00,0.00]=13.76	null	1,73	10,14	[1,71,10,08,-1,06]			
P8[5.90,10.00,0.00]=4.03	P1[0.00,0.00,0.00]=9.95	P7[2.90,24.00,0.00]=13.75	null	1,71	10,13	[1,71,10,07,-1,08]			
P8[5.90,10.00,0.00]=3.95	P1[0.00,0.00,0.00]=9.99	P7[2.90,24.00,0.00]=13.74	null	1,78	10,14	[1,74,10,07,-1,11]			
P8[5.90,10.00,0.00]=3.91	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.80	null	1,82	10,10	[1,79,10,05,-1,18]			
P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=9.97	P7[2.90,24.00,0.00]=13.76	null	1,73	10,13	[1,78,10,05,-1,20]			
P8[5.90,10.00,0.00]=4.06	P1[0.00,0.00,0.00]=10.04	P7[2.90,24.00,0.00]=13.87	null	1,74	10,08	[1,78,10,04,-1,18]			
P8[5.90,10.00,0.00]=4.11	P1[0.00,0.00,0.00]=10.00	P7[2.90,24.00,0.00]=13.81	null	1,68	10,11	[1,74,10,04,-1,01]			
P7[2.90,24.00,0.00]=13.79	P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=10.03	null	1,76	10,13	[1,74,10,05,-0,88]			
P8[5.90,10.00,0.00]=4.05	P1[0.00,0.00,0.00]=10.08	P7[2.90,24.00,0.00]=13.83	null	1,75	10,12	[1,76,10,05,-0,95]			
P8[5.90,10.00,0.00]=4.03	P1[0.00,0.00,0.00]=10.06	P7[2.90,24.00,0.00]=13.79	null	1,75	10,14	[1,75,10,06,-0,91]			
P8[5.90,10.00,0.00]=4.05	P1[0.00,0.00,0.00]=10.11	P7[2.90,24.00,0.00]=13.84	null	1,76	10,12	[1,78,10,06,-1,00]			
P8[5.90,10.00,0.00]=3.95	P1[0.00,0.00,0.00]=10.06	P7[2.90,24.00,0.00]=13.78	null	1,81	10,14	[1,78,10,07,-0,91]			
P8[5.90,10.00,0.00]=4.02	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.78	null	1,75	10,14	[1,77,10,07,-0,83]			
P8[5.90,10.00,0.00]=4.03	P1[0.00,0.00,0.00]=10.10	P7[2.90,24.00,0.00]=13.77	null	1,76	10,16	[1,77,10,08,-0,84]			
P8[5.90,10.00,0.00]=4.00	P1[0.00,0.00,0.00]=10.05	P7[2.90,24.00,0.00]=13.80	null	1,77	10,12	[1,77,10,08,-0,81]			
P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=10.01	P7[2.90,24.00,0.00]=13.81	null	1,76	10,11	[1,76,10,07,-0,75]			
P8[5.90,10.00,0.00]=4.08	P1[0.00,0.00,0.00]=9.99	P7[2.90,24.00,0.00]=13.83	null	1,70	10,09	[1,73,10,06,-0,71]			
P8[5.90,10.00,0.00]=4.06	P1[0.00,0.00,0.00]=10.00	P7[2.90,24.00,0.00]=13.81	null	1,72	10,11	[1,72,10,06,-0,63]			
P8[5.90,10.00,0.00]=4.05	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.82	null	1,72	10,09	[1,70,10,05,-0,48]			
P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.88	null	1,76	10,05	[1,72,10,04,-0,58]			
P8[5.90,10.00,0.00]=3.95	P1[0.00,0.00,0.00]=9.99	P7[2.90,24.00,0.00]=13.80	null	1,79	10,10	[1,77,10,03,-0,79]			
P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=9.95	P7[2.90,24.00,0.00]=13.84	null	1,75	10,07	[1,75,10,03,-0,62]			
P8[5.90,10.00,0.00]=4.04	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.81	null	1,73	10,10	[1,77,10,02,-0,83]			
P8[5.90,10.00,0.00]=3.99	P1[0.00,0.00,0.00]=9.95	P7[2.90,24.00,0.00]=13.84	null	1,76	10,07	[1,79,10,01,-0,99]			
P8[5.90,10.00,0.00]=4.01	P1[0.00,0.00,0.00]=9.98	P7[2.90,24.00,0.00]=13.84	null	1,75	10,08	[1,78,10,01,-0,89]			
P8[5.90,10.00,0.00]=3.99	P1[0.00,0.00,0.00]=9.93	P7[2.90,24.00,0.00]=13.94	null	1,78	9,99	[1,78,9,99,-0,89]			
P8[5.90,10.00,0.00]=3.96	P1[0.00,0.00,0.00]=9.86	P7[2.90,24.00,0.00]=13.98	null	1,79	9,94	[1,79,9,96,-0,84]			
P8[5.90,10.00,0.00]=4.02	P1[0.00,0.00,0.00]=9.80	P7[2.90,24.00,0.00]=14.09	null	1,76	9,85	[1,79,9,92,-0,88]			
P8[5.90,10.00,0.00]=4.18	P1[0.00,0.00,0.00]=9.72	P7[2.90,24.00,0.00]=14.24	null	1,66	9,74	[1,78,9,86,-0,99]			
P8[5.90,10.00,0.00]=4.25	P1[0.00,0.00,0.00]=9.55	P7[2.90,24.00,0.00]=14.37	null	1,60	9,61	[1,74,9,78,-1,05]			
P8[5.90,10.00,0.00]=3.70	P1[0.00,0.00,0.00]=9.39	P7[2.90,24.00,0.00]=14.51	null	2,02	9,42	[1,84,9,66,-0,97]			
P8[5.90,10.00,0.00]=3.94	P1[0.00,0.00,0.00]=9.14	P7[2.90,24.00,0.00]=14.61	null	1,81	9,30	[1,86,9,54,-1,02]			
P8[5.90,10.00,0.00]=4.03	P1[0.00,0.00,0.00]=9.10	P7[2.90,24.00,0.00]=14.73	null	1,78	9,21	[1,84,9,43,-0,88]			
P8[5.90,10.00,0.00]=4.05	P1[0.00,0.00,0.00]=8.92	P7[2.90,24.00,0.00]=14.92	null	1,79	9,02	[1,83,9,31,-0,77]			
P8[5.90,10.00,0.00]=4.02	P1[0.00,0.00,0.00]=8.78	P7[2.90,24.00,0.00]=15.07	null	1,84	8,87	[1,85,9,17,-0,68]			
P8[5.90,10.00,0.00]=3.96	P1[0.00,0.00,0.00]=8.63	P7[2.90,24.00,0.00]=15.21	null	1,91	8,73	[1,92,9,02,-0,85]			
P8[5.90,10.00,0.00]=4.13	P1[0.00,0.00,0.00]=8.44	P7[2.90,24.00,0.00]=15.36	null	1,81	8,58	[1,93,8,87,-0,96]			
P8[5.90,10.00,0.00]=4.16	P1[0.00,0.00,0.00]=8.40	P7[2.90,24.00,0.00]=15.51	null	1,86	8,45	[1,93,8,74,-0,91]			
P8[5.90,10.00,0.00]=4.23	P1[0.00,0.00,0.00]=8.24	P7[2.90,24.00,0.00]=15.70	null	1,87	8,27	[1,94,8,59,-0,90]			
P8[5.90,10.00,0.00]=4.26	P1[0.00,0.00,0.00]=8.02	P7[2.90,24.00,0.00]=15.86	null	1,87	8,10	[1,94,8,44,-0,77]			
P8[5.90,10.00,0.00]=4.40	P1[0.00,0.00,0.00]=7.91	P7[2.90,24.00,0.00]=15.91	null	1,76	8,05	[1,94,8,30,-0,90]			
P8[5.90,10.00,0.00]=4.44	P1[0.00,0.00,0.00]=7.79	P7[2.90,24.00,0.00]=16.08	null	1,80	7,89	[1,91,8,16,-0,76]			
P8[5.90,10.00,0.00]=4.54	P1[0.00,0.00,0.00]=7.63	P7[2.90,24.00,0.00]=16.20	null	1,75	7,77	[1,91,8,02,-0,90]			
P8[5.90,10.00,0.00]=4.65	P1[0.00,0.00,0.00]=7.55	P7[2.90,24.00,0.00]=16.31	null	1,71	7,67	[1,87,7,90,-0,78]			
P8[5.90,10.00,0.00]=4.73	P1[0.00,0.00,0.00]=7.33	P7[2.90,24.00,0.00]=16.51	null	1,72	7,47	[1,87,7,74,-0,91]			
P8[5.90,10.00,0.00]=4.84	P1[0.00,0.00,0.00]=7.14	P7[2.90,24.00,0.00]=16.80	null	1,79	7,19	[1,88,7,57,-0,88]			
P8[5.90,10.00,0.00]=4.89	P1[0.00,0.00,0.00]=6.99	P7[2.90,24.00,0.00]=16.88	null	1,77	7,11	[1,87,7,42,-0,70]			
P8[5.90,10.00,0.00]=4.98	P1[0.00,0.00,0.00]=6.93	P7[2.90,24.00,0.00]=17.00	null	1,76	7,00	[1,86,7,27,-0,71]			
P8[5.90,10.00,0.00]=5.05	P1[0.00,0.00,0.00]=6.80	P7[2.90,24.00,0.00]=17.05	null	1,70	6,94	[1,86,7,14,-0,85]			
P8[5.90,10.00,0.00]=5.09	P1[0.00,0.00,0.00]=6.68	P7[2.90,24.00,0.00]=17.12	null	1,69	6,87	[1,85,7,01,-0,92]			
P8[5.90,10.00,0.00]=5.16	P1[0.00,0.00,0.00]=6.54	P7[2.90,24.00,0.00]=17.19	null	1,65	6,80	[1,82,6,90,-0,90]			
P8[5.90,10.00,0.00]=5.21	P1[0.00,0.00,0.00]=6.46	P7[2.90,24.00,0.00]=17.34	null	1,70	6,65	[1,83,6,78,-0,93]			
P8[5.90,10.00,0.00]=5.34	P1[0.00,0.00,0.00]=6.32	P7[2.90,24.00,0.00]=17.45	null	1,64	6,55	[1,80,6,67,-0,93]			
P8[5.90,10.00,0.00]=5.44	P1[0.00,0.00,0.00]=6.12	P7[2.90,24.00,0.00]=17.61	null	1,63	6,38	[1,78,6,53,-0,88]			
P8[5.90,10.00,0.00]=5.55	P1[0.00,0.00,0.00]=6.01	P7[2.90,24.00,0.00]=17.87	null	1,73	6,13	[1,81,6,37,-0,96]			
P8[5.90,10.00,0.00]=5.66	P1[0.00,0.00,0.00]=5.94	P7[2.90,24.00,0.00]=17.88	null	1,60	6,13	[1,79,6,25,-1,00]			
P8[5.90,10.00,0.00]=5.67	P1[0.00,0.00,0.00]=5.72	P7[2.90,24.00,0.00]=18.22	null	1,88	5,78	[1,87,6,07,-1,03]			
P8[5.90,10.00,0.00]=5.80	P1[0.00,0.00,0.00]=5.57	P7[2.90,24.00,0.00]=18.31	null	1,79	5,70	[1,89,5,91,-1,02]			
P1[0.00,0.00,0.00]=5.21	P8[5.90,10.00,0.00]=6.41	P7[2.90,24.00,0.00]=18.81	null	1,54	5,23	[1,83,5,70,-0,51]			
P8[5.90,10.00,0.00]=6.47	P1[0.00,0.00,0.00]=4.98	P7[2.90,24.00,0.00]=18.92	null	1,54	5,11	[1,76,5,51,-0,44]			
P1[0.00,0.00,0.00]=4.88	P8[5.90,10.00,0.00]=6.49	P7[2.90,24.00,0.00]=19.02	null	1,61	5,01	[1,76,5,32,-0,05]			
P1[0.00,0.00,0.00]=4.78	P8[5.90,10.00,0.00]=6.46	P7[2.90,24.00,0.00]=19.14	null	1,77	4,88	[1,80,5,14,0,19]			
P1[0.00,0.00,0.00]=4.65	P8[5.90,10.00,0.00]=6.73	P7[2.90,24.00,0.00]=19.20	null	1,46	4,84	[1,74,5,00,0,41]			
P1[0.00,0.00,0.00]=4.51	P8[5.90,10.00,0.00]=6.71	P7[2.90,24.00,0.00]=19.35	null	1,64	4,67	[1,75,4,85,0,52]			
P1[0.00,0.00,0.00]=4.41	P8[5.90,10.00,0.00]=7.17	P2[8.00,2.40,0.00]=6.49	P3[13.00,0.00,0.00]=11.56	2,03	3,93	[1,82,4,61,0,15]			
P1[0.00,0.00,0.00]=4.25	P2[8.00,2.40,0.00]=6.36	P8[5.90,10.00,0.00]=7.32	P3[13.00,0.00,0.00]=11.47	2,07	3,73	[1,89,4,39,-0,12]			
P1[0.00,0.00,0.00]=4.16	P2[8.00,2.40,0.00]=6.36	P8[5.90,10.00,0.00]=7.30	null	1,83	3,89	[1,84,4,26,-0,03]			
P1[0.00,0.00,0.00]=4.02	P2[8.00,2.40,0.00]=6.32	P8[5.90,10.00,0.00]=7.36	P3[13.00,0.00,0.00]=11.92	1,75	3,85	[1,80,4,14,0,18]			
P1[0.00,0.00,0.00]=3.91	P2[8.00,2.40,0.00]=6.25	P8[5.90,10.00,0.00]=7.49	null	1,88	3,62	[1,78,4,01,0,37]			
P1[0.00,0.00,0.00]=3.86	P2[8.00,2.40,0.00]=6.28	P8[5.90,10.00,0.00]=7.54	P3[13.00,0.00,0.00]=11.39	2,07	3,43	[1,83,3,86,0,03]			
P1[0.00,0.00,0.00]=3.79	P2[8.00,2.40,0.00]=6.17	P8[5.90,10.00,0.00]=7.51	null	1,94	3,54	[1,81,3,77,0,18]			
P1[0.00,0.00,0.00]=3.69	P2[8.00,2.40,0.00]=6.23	P8[5.90,10.00,0.00]=7.72	P3[13.00,0.00,0.00]=11.35	2,06	3,24	[1,85,3,63,-0,12]			
P1[0.00,0.00,0.00]=3.55	P2[8.00,2.40,0.00]=6.17	P8[5.90,10.00,0.00]=7.72	P3[13.00,0.00,0.00]=11.31	2,09	3,19	[1,87,3,51,-0,23]			
P1[0.00,0.00,0.00]=3.44	P2[8.00,2.40,0.00]=6.12	P8[5.90,10.00,0.00]=7.79	P3[13.00,0.00,0.00]=11.28	2,10	3,10	[1,89,3,40,-0,24]			
P1[0.00,0.00,0.00]=3.37	P2[8.00,2.40,0.00]=6.07	P8[5.90,10.00,0.00]=7.89	P3[13.00,0.00,0.00]=11.40	2,01	3,07	[1,87,3,31,-0,31]			
P1[0.00,0.00,0.00]=3.28	P2[8.00,2.40,0.00]=6.06	P8[5.90,10.00,0.00]=8.03	P3[13.00,0.00,0.00]=11.26	2,08	2,87	[1,88,3,19,-0,39]			
P1[0.00,0.00,0.00]=3.23	P2[8.00,2.40,0.00]=6.10	P8[5.90,10.00,0.00]=8.03	P3[13.00,0.00,0.00]=11.41	1,96	2,94	[1,85,3,12,-0,40]			
P1[0.00,0.00,0.00]=3.16	P2[8.00,2.40,0.00]=6.09	P8[5.90,10.00,0.00]=8.21	P3[13.00,0.00,0.00]=11.41	1,93	2,77	[1,83,3,05,-0,41]			
P1[0.00,0.00,0.00]=3.12	P2[8.00,2.40,0.00]=6.07	P8[5.90,10.00,0.00]=8.21	P3[13.00,0.00,0.00]=11.37	1,96	2,75	[1,82,2,96,-0,12]			
P1[0.00,0.00,0.00]=2.98	P2[8.00,2.40,0.00]=6.01	P8[5.90,10.00,0.00]=8.21	P3[13.00,0.00,0.00]=11.26	2,04	2,68	[1,81,2,87,-0,32]			
P1[0.00,0.00,0.00]=2.95	P2[8.00,2.40,0.00]=6.01	P8[5.90,10.00,0.00]=8.30	null	1,98	2,63	[1,81,2,79,-0,15]			
P1[0.00,0.00,0.00]=2.92	P2[8.00,2.40,0.00]=5.94	P8[5.90,10.00,0.00]=8.26	P3[13.00,0.00,0.00]=11.16	2,12	2,58	[1,82,2,72,-0,31]			
P1[0.00,0.00,0.00]=2.90	P2[8.00,2.40,0.00]=5.91	P8[5.90,10.00,0.00]=8.51	P3[13.00,0.00,0.00]=11.02	2,19	2,30	[1,87,2,60,-0,41]			
P1[0.00,0.00,0.00]=2.89	P2[8.00,2.40,0.00]=5.89	P8[5.90,10.00,0.00]=8.61	P3[13.00,0.00,0.00]=11.03	2,17	2,21	[1,91,2,50,-0,31]			
P1[0.00,0.00,0.00]=2.80	P2[8.00,2.40,0.00]=5.80	P8[5.90,10.00,0.00]=8.43	P3[13.00,0.00,0.00]=11.08	2,18	2,38	[1,89,2,52,-0,37]			
P1[0.00,0.00,0.00]=2.74	P2[8.00,2.40,0.00]=5.79	P8[5.90,10.00,0.00]=8.54	P3[13.00,0.00,0.00]=10.90	2,29	2,20	[1,92,2,41,-0,49]			
P1[0.00,0.00,0.00]=2.68	P2[8.00,2.40,0.00]=5.79	P8[5.90,10.00,0.00]=8.73	P3[13.00,0.00,0.00]=10.89	2,27	2,02	[1,96,2,29,-0,48]			
P1[0.00,0.00,0.00]=2.68	P2[8.00,2.40,0.00]=5.79	P3[13.00,0.00,0.00]=10.86	P8[5.90,10.00,0.00]=8.78	2,29	1,96	[2,00,2,19,-0,22]			
P1[0.00,0.00,0.00]=2.60	P2[8.00,2.40,0.00]=5.77	P3[13.00,0.00,0.00]=10.76	P8[5.90,10.00,0.00]=8.71	2,37	1,97	[2,03,2,11,0,01]			
P1[0.00,0.00,0.00]=2.63	P2[8.00,2.40,0.00]=5.71	P3[13.00,0.00,0.00]=10.83	P8[5.90,10.00,0.00]=8.64	2,34	2,07	[2,03,2,07,0,18]			
P1[0.00,0.00,0.00]=2.67	P2[8.00,2.40,0.00]=5.75	P3[13.00,0.00,0.00]=10.93	P8[5.90,10.00,0.00]=8.77	2,25	2,00	[2,04,2,02,0,26]			
P1[0.00,0.00,0.00]=2.62	P2[8.00,2.40,0.00]=5.72	P3[13.00,0.00,0.00]=10.85	P8[5.90,10.00,0.00]=8.86	2,30	1,87	[2,06,1,96,0,32]			
P1[0.00,0.00,0.00]=2.65	P2[8.00,2.40,0.00]=5.64	P3[13.00,0.00,0.00]=10.79	P8[5.90,10.00,0.00]=9.00	2,35	1,72	[2,11,1,87,0,42]			
P1[0.00,0.00,0.00]=2.68	P2[8.00,2.40,0.00]=5.72	P3[13.00,0.00,0.00]=10.73	P8[5.90,10.00,0.00]=8.93	2,39	1,76	[2,13,1,82,0,50]			
P1[0.00,0.00,0.00]=2.65	P2[8.00,2.40,0.00]=5.62	P3[13.00,0.00,0.00]=10.72	P8[5.90,10.00,0.00]=9.04	2,40	1,65	[2,17,1,74,0,55]			
P1[0.00,0.00,0.00]=2.58	P2[8.00,2.40,0.00]=5.65	P3[13.00,0.00,0.00]=10.53	P8[5.90,10.00,0.00]=9.05	2,54	1,55	[2,22,1,67,0,43]			
P1[0.00,0.00,0.00]=2.56	P2[8.00,2.40,0.00]=5.61	P3[13.00,0.00,0.00]=10.56	P8[5.90,10.00,0.00]=9.05	2,52	1,57	[2,23,1,61,0,56]			
P1[0.00,0.00,0.00]=2.62	P2[8.00,2.40,0.00]=5.63	P3[13.00,0.00,0.00]=10.50	P8[5.90,10.00,0.00]=9.13	2,56	1,47	[2,27,1,55,0,56]			
